Farm_ID,Crop_Type,Farm_Area(acres),Irrigation_Type,Fertilizer_Used(tons),Pesticide_Used(kg),Yield(tons),Soil_Type,Season,Water_Usage(cubic meters)
F1058,Sugarcane,420.68,Sprinkler,17.93,6.61,9769.72,Sandy,Kharif,156487.31
F1059,Cotton,163.45,Flood,2.47,1.51,1663.62,Silty,Kharif,65827.36
F1060,Potato,289.35,Manual,7.15,2.85,4049.68,Clay,Rabi,48719.57
F1061,Wheat,327.73,Sprinkler,9.53,3.05,3203.19,Loamy,Zaid,106498.22
F1062,Wheat,342.22,Sprinkler,9.34,2.37,4104.08,Sandy,Rabi,150490.35
F1063,Sugarcane,442.45,Sprinkler,17.27,7.21,7946.24,Clay,Rabi,47703.56
F1064,Soybean,124.96,Manual,4.23,0.71,744.97,Loamy,Rabi,18666.91
F1065,Rice,138.56,Drip,3.02,1.01,1062.47,Peaty,Zaid,27470.56
F1066,Cotton,354.98,Rain-fed,4.28,2.34,2252.21,Clay,Zaid,77346.85
F1067,Wheat,96.82,Flood,3.94,1.68,653.1,Silty,Zaid,16758.62
F1068,Tomato,237.49,Drip,5.72,1.34,4676.34,Sandy,Rabi,83058.76
F1069,Wheat,19.82,Flood,0.9,0.3,152.63,Loamy,Zaid,4312.3
F1070,Barley,79.08,Rain-fed,2.04,0.45,465.32,Clay,Kharif,12908.99
F1071,Carrot,342.63,Manual,13.26,5.76,6152.3,Peaty,Zaid,158410.48
F1072,Wheat,376.26,Sprinkler,17.9,7.03,4095.5,Sandy,Rabi,142230.04
F1073,Barley,66.51,Sprinkler,2.4,0.82,446.92,Sandy,Rabi,13196.42
F1074,Sugarcane,121.58,Manual,3.23,2.08,2492.19,Clay,Kharif,29711.33
F1075,Sugarcane,58.46,Drip,1.91,0.91,1385.05,Peaty,Zaid,23169.79
F1076,Potato,222.37,Drip,7.06,3.77,4251.84,Loamy,Zaid,92587.82
F1077,Wheat,71.8,Flood,2.4,1.18,475.23,Clay,Kharif,12246.71
F1078,Tomato,224.28,Manual,3.56,1.81,4959.92,Loamy,Rabi,106447.76
F1079,Wheat,368.73,Drip,13.99,4.61,4265.53,Sandy,Rabi,152693.56
F1080,Tomato,344.86,Manual,5.45,6.69,7384.4,Loamy,Zaid,152678.6
F1081,Maize,147.43,Rain-fed,1.56,1.5,948.7,Peaty,Zaid,23225.95
F1082,Potato,340.14,Sprinkler,11.9,6.65,4734.19,Silty,Zaid,53520.54
F1083,Maize,464.58,Sprinkler,6.82,6.39,3646.54,Peaty,Zaid,103205.07
F1084,Wheat,180.29,Sprinkler,7.36,2.15,1059.71,Loamy,Zaid,22690.66
F1085,Potato,171.27,Manual,7.65,2.55,2312.3,Clay,Rabi,23365.62
F1086,Maize,290.0,Manual,13.86,5.0,1941.95,Sandy,Rabi,45612.81
F1087,Rice,130.3,Flood,4.77,1.42,1498.32,Silty,Rabi,50160.25
F1088,Wheat,329.27,Sprinkler,9.64,1.81,1810.87,Clay,Rabi,36908.98
F1089,Maize,417.81,Flood,10.07,6.53,2549.38,Clay,Kharif,55692.97
F1090,Rice,235.07,Sprinkler,6.97,4.55,3124.62,Peaty,Rabi,112284.81
F1091,Rice,342.96,Flood,6.04,4.93,2166.48,Loamy,Kharif,45772.17
F1092,Sugarcane,329.42,Flood,7.89,2.58,7243.28,Peaty,Rabi,103763.56
F1093,Wheat,28.95,Rain-fed,1.12,0.25,300.87,Loamy,Zaid,10334.61
F1094,Rice,99.87,Flood,1.87,1.86,1323.57,Peaty,Zaid,48282.82
F1095,Sugarcane,447.83,Manual,9.21,2.33,11096.02,Clay,Zaid,205966.32
F1096,Maize,470.06,Flood,18.79,6.22,4256.63,Sandy,Kharif,129864.15
F1097,Barley,392.42,Sprinkler,6.72,2.9,4807.9,Loamy,Rabi,187129.43
F1098,Wheat,461.41,Flood,9.15,4.26,3981.56,Silty,Rabi,125922.15
F1099,Potato,160.01,Drip,1.71,1.54,2881.22,Silty,Kharif,58879.52
F1100,Tomato,131.38,Sprinkler,5.1,1.09,2219.3,Clay,Kharif,26780.59
F1101,Tomato,198.31,Drip,6.88,3.35,3944.37,Peaty,Kharif,70331.16
F1102,Maize,37.12,Sprinkler,1.4,0.37,368.49,Peaty,Kharif,11702.27
F1103,Soybean,406.84,Manual,7.56,4.14,3914.87,Clay,Kharif,139436.26
F1104,Soybean,492.25,Manual,18.46,5.81,5117.28,Silty,Zaid,183637.52
F1105,Maize,413.77,Manual,14.01,7.67,2856.23,Silty,Rabi,70085.98
F1106,Rice,281.94,Drip,6.95,4.32,2292.52,Peaty,Kharif,62168.75
F1107,Wheat,154.69,Rain-fed,4.26,0.92,1711.2,Loamy,Zaid,61023.95
F1108,Tomato,106.87,Sprinkler,3.5,0.6,1714.82,Sandy,Kharif,17690.47
F1109,Tomato,188.39,Manual,5.6,2.54,3285.78,Loamy,Zaid,44779.75
F1110,Rice,336.82,Sprinkler,12.02,6.17,3749.53,Silty,Kharif,123473.53
F1111,Tomato,229.06,Drip,3.95,2.26,5091.91,Loamy,Rabi,108817.41
F1112,Potato,467.69,Rain-fed,14.79,4.08,6182.52,Sandy,Kharif,60855.77
F1113,Wheat,428.57,Drip,12.0,6.95,4036.21,Loamy,Kharif,131409.36
F1114,Carrot,60.18,Sprinkler,1.71,0.84,688.46,Loamy,Rabi,7989.13
F1115,Tomato,74.45,Rain-fed,2.14,1.0,1319.42,Loamy,Rabi,18734.89
F1116,Maize,341.36,Rain-fed,15.45,2.47,2400.92,Loamy,Kharif,58083.5
F1117,Potato,123.08,Drip,5.26,0.94,2224.55,Clay,Rabi,44279.9
F1118,Tomato,397.6,Manual,13.99,3.67,8276.71,Silty,Rabi,160287.56
F1119,Potato,299.77,Sprinkler,11.59,2.43,4416.66,Sandy,Zaid,59634.53
F1120,Sugarcane,122.62,Flood,1.44,2.4,2854.29,Silty,Rabi,47226.52
F1121,Carrot,244.56,Flood,9.72,1.29,3515.94,Clay,Rabi,68164.65
F1122,Cotton,208.98,Drip,6.15,3.01,1360.66,Clay,Kharif,44602.46
F1123,Maize,437.85,Sprinkler,9.94,5.59,4229.88,Clay,Kharif,135452.98
F1124,Maize,25.76,Sprinkler,0.4,0.25,217.47,Clay,Zaid,6487.82
F1125,Wheat,448.96,Drip,5.84,8.22,3142.34,Loamy,Kharif,86200.32
F1126,Potato,329.52,Sprinkler,3.89,4.96,6156.75,Silty,Rabi,132710.41
F1127,Rice,371.39,Manual,6.12,7.42,4431.49,Peaty,Rabi,155617.55
F1128,Maize,11.28,Drip,0.13,0.08,132.96,Sandy,Rabi,4738.02
F1129,Potato,317.84,Manual,12.49,2.01,5022.67,Clay,Kharif,80367.43
F1130,Potato,298.36,Sprinkler,5.95,2.12,4199.25,Silty,Rabi,50067.9
F1131,Barley,273.23,Drip,6.76,2.47,3129.63,Clay,Rabi,119173.54
F1132,Barley,395.07,Sprinkler,16.95,4.45,2944.74,Clay,Zaid,91541.01
F1133,Cotton,282.38,Drip,4.12,5.07,2845.63,Clay,Zaid,112732.38
F1134,Sugarcane,429.98,Sprinkler,18.67,3.98,10478.22,Clay,Zaid,183591.94
F1135,Cotton,123.99,Manual,4.41,2.32,1280.03,Clay,Kharif,50496.06
F1136,Tomato,404.93,Manual,9.59,4.84,7164.07,Sandy,Rabi,103631.04
F1137,Rice,97.86,Sprinkler,1.44,1.44,1287.66,Silty,Rabi,46505.28
F1138,Tomato,408.43,Drip,5.58,3.66,8137.38,Clay,Rabi,148694.22
F1139,Soybean,470.83,Flood,11.03,3.46,4445.23,Clay,Zaid,155513.5
F1140,Tomato,174.49,Manual,2.72,3.15,3509.7,Clay,Rabi,66160.31
F1141,Wheat,269.64,Manual,5.58,1.79,1473.22,Clay,Rabi,31788.59
F1142,Tomato,332.58,Flood,4.03,5.52,5897.08,Loamy,Rabi,85209.3
F1143,Cotton,48.94,Sprinkler,1.65,0.67,556.9,Loamy,Rabi,22145.21
F1144,Maize,252.1,Drip,3.99,4.52,1699.5,Peaty,Rabi,41453.2
F1145,Maize,186.69,Sprinkler,7.52,2.94,1665.26,Clay,Kharif,49613.89
F1146,Barley,437.5,Rain-fed,8.19,4.04,3423.08,Peaty,Rabi,114669.25
F1147,Rice,439.57,Manual,18.43,5.99,3759.6,Sandy,Kharif,106559.82
F1148,Rice,353.38,Rain-fed,6.22,1.84,3563.5,Peaty,Rabi,114828.13
F1149,Wheat,331.3,Manual,12.87,4.02,4384.5,Silty,Kharif,165148.65
F1150,Cotton,369.51,Manual,8.62,2.32,2303.7,Loamy,Rabi,74765.95
F1151,Barley,189.33,Rain-fed,6.31,2.16,1963.76,Loamy,Rabi,72322.18
F1152,Soybean,208.21,Rain-fed,2.4,1.38,2243.8,Clay,Rabi,83951.64
F1153,Rice,281.32,Sprinkler,8.39,5.44,2924.69,Clay,Rabi,93902.88
F1154,Maize,469.63,Rain-fed,7.49,6.03,2836.05,Sandy,Zaid,65274.53
F1155,Tomato,364.76,Sprinkler,10.74,6.82,7024.73,Sandy,Rabi,119987.56
F1156,Tomato,279.98,Sprinkler,4.38,1.49,6245.6,Silty,Kharif,134780.67
F1157,Barley,387.5,Sprinkler,10.65,5.64,2876.3,Clay,Zaid,91769.89
F1158,Cotton,191.74,Manual,2.77,1.84,1751.34,Clay,Zaid,68234.19
F1159,Cotton,367.93,Manual,6.92,4.22,4308.86,Sandy,Rabi,177988.85
F1160,Sugarcane,211.23,Rain-fed,7.14,3.82,5067.45,Sandy,Kharif,88547.37
F1161,Carrot,147.03,Manual,7.21,2.9,2389.29,Sandy,Kharif,55185.29
F1162,Rice,308.76,Rain-fed,8.64,2.69,4148.82,Loamy,Zaid,150819.11
F1163,Cotton,346.57,Manual,12.99,6.66,1932.78,Peaty,Kharif,58304.57
F1164,Maize,235.05,Drip,7.42,3.6,2766.26,Peaty,Rabi,96160.41
F1165,Barley,287.1,Drip,8.59,5.53,2295.71,Clay,Rabi,75429.8
F1166,Soybean,350.09,Rain-fed,4.41,4.7,2676.05,Loamy,Rabi,85482.99
F1167,Sugarcane,386.18,Manual,6.09,7.5,8362.03,Sandy,Rabi,119046.69
F1168,Potato,448.83,Manual,20.34,8.25,5851.59,Clay,Rabi,50942.4
F1169,Wheat,183.73,Sprinkler,4.85,1.27,1425.85,Loamy,Zaid,41340.68
F1170,Soybean,476.22,Flood,16.46,4.6,3008.46,Silty,Rabi,79284.7
F1171,Potato,322.27,Rain-fed,10.03,2.79,4457.8,Loamy,Rabi,50104.92
F1172,Tomato,395.97,Flood,9.96,5.38,6861.92,Clay,Zaid,93028.61
F1173,Wheat,352.89,Flood,9.0,6.01,4079.76,Peaty,Zaid,148532.09
F1174,Rice,110.73,Rain-fed,3.57,1.81,795.87,Sandy,Zaid,19980.64
F1175,Maize,45.0,Manual,0.7,0.72,432.89,Silty,Kharif,14066.99
F1176,Wheat,365.88,Rain-fed,9.33,3.89,4080.04,Loamy,Kharif,146155.48
F1177,Carrot,260.42,Flood,7.26,1.85,3288.93,Clay,Rabi,51142.7
F1178,Potato,354.08,Manual,17.49,2.89,7161.14,Clay,Rabi,166306.9
F1179,Rice,243.65,Drip,5.86,3.93,3069.07,Sandy,Rabi,108815.21
F1180,Carrot,162.99,Rain-fed,5.83,1.18,2070.7,Clay,Kharif,32675.8
F1181,Tomato,149.66,Rain-fed,2.32,1.25,3360.74,Clay,Rabi,74209.09
F1182,Carrot,367.96,Manual,4.64,4.18,5828.58,Sandy,Rabi,135287.55
F1183,Sugarcane,145.62,Drip,6.53,0.89,2944.4,Silty,Kharif,31227.24
F1184,Sugarcane,360.19,Drip,14.13,2.95,8387.99,Peaty,Zaid,134140.77
F1185,Barley,198.14,Manual,4.5,1.44,1973.45,Peaty,Kharif,72618.34
F1186,Soybean,387.74,Sprinkler,11.7,7.47,3812.73,Loamy,Rabi,132792.28
F1187,Soybean,79.98,Rain-fed,1.23,0.63,836.83,Silty,Kharif,30765.38
F1188,Rice,110.44,Rain-fed,4.23,1.98,869.06,Loamy,Zaid,22897.15
F1189,Tomato,346.1,Flood,4.43,2.33,7754.03,Peaty,Zaid,170139.12
F1190,Cotton,284.51,Manual,11.46,5.13,3135.7,Sandy,Zaid,126084.41
F1191,Sugarcane,109.9,Flood,3.5,1.54,2599.03,Clay,Zaid,43772.94
F1192,Rice,452.39,Flood,9.57,8.03,2631.27,Peaty,Zaid,49998.52
F1193,Cotton,145.21,Drip,6.46,2.62,1320.72,Silty,Zaid,48813.83
F1194,Soybean,216.32,Rain-fed,10.7,3.02,2307.23,Peaty,Rabi,82764.55
F1195,Barley,109.12,Flood,2.2,2.05,1252.48,Silty,Rabi,48192.23
F1196,Carrot,200.13,Drip,8.46,2.76,3693.65,Silty,Kharif,95756.46
F1197,Sugarcane,250.91,Manual,10.04,3.94,6297.72,Silty,Rabi,117008.24
F1198,Rice,154.67,Flood,6.17,1.74,1401.9,Loamy,Zaid,40588.47
F1199,Wheat,386.86,Rain-fed,18.68,7.24,4797.86,Sandy,Rabi,177412.3
F1200,Cotton,203.03,Flood,5.98,3.53,852.64,Peaty,Kharif,20363.53
F1201,Carrot,367.46,Manual,13.58,2.76,4951.53,Sandy,Zaid,88407.21
F1202,Sugarcane,111.47,Flood,4.79,1.52,2085.94,Clay,Rabi,16224.05
F1203,Soybean,194.75,Rain-fed,5.68,3.59,2318.01,Peaty,Rabi,88264.79
F1204,Tomato,13.95,Drip,0.41,0.24,308.5,Sandy,Kharif,6572.46
F1205,Cotton,381.73,Rain-fed,8.68,7.42,2306.32,Sandy,Zaid,77263.93
F1206,Soybean,316.68,Drip,13.06,2.68,2531.24,Clay,Kharif,78197.05
F1207,Sugarcane,410.73,Sprinkler,15.38,4.32,10551.36,Silty,Zaid,202717.91
F1208,Cotton,233.25,Rain-fed,6.54,2.94,2016.45,Peaty,Zaid,76138.49
F1209,Carrot,401.87,Rain-fed,10.76,3.41,5877.46,Peaty,Rabi,120088.6
F1210,Sugarcane,327.32,Manual,4.22,3.57,7045.13,Clay,Kharif,98251.64
F1211,Potato,11.77,Flood,0.12,0.15,213.54,Silty,Kharif,4454.78
F1212,Rice,134.31,Drip,4.18,1.06,1804.05,Peaty,Kharif,64712.97
F1213,Carrot,252.01,Drip,6.73,2.23,3444.94,Peaty,Zaid,62157.21
F1214,Cotton,313.16,Manual,13.1,2.15,1774.15,Peaty,Kharif,52943.28
F1215,Tomato,42.14,Manual,1.34,0.66,680.83,Silty,Zaid,7332.49
F1216,Soybean,355.49,Flood,16.87,3.71,1849.02,Clay,Kharif,38443.88
F1217,Wheat,276.33,Flood,4.93,2.29,2644.82,Peaty,Kharif,89024.5
F1218,Soybean,267.63,Rain-fed,13.28,3.37,3316.48,Sandy,Rabi,126227.73
F1219,Cotton,153.1,Sprinkler,3.36,0.92,1520.59,Silty,Kharif,58979.72
F1220,Soybean,301.46,Flood,10.76,5.68,3898.75,Loamy,Rabi,149883.28
F1221,Rice,23.47,Manual,0.71,0.22,303.92,Clay,Rabi,10886.35
F1222,Sugarcane,41.7,Flood,1.02,0.76,896.83,Sandy,Zaid,12375.12
F1223,Wheat,369.6,Drip,5.76,4.61,3344.69,Peaty,Kharif,108890.38
F1224,Maize,167.73,Sprinkler,2.58,2.98,1758.91,Loamy,Kharif,58929.6
F1225,Cotton,180.01,Rain-fed,6.92,1.57,917.9,Clay,Kharif,25989.37
F1226,Barley,112.11,Drip,2.81,0.86,1080.66,Silty,Rabi,38461.56
F1227,Maize,228.35,Drip,11.06,4.05,2159.54,Loamy,Kharif,65224.7
F1228,Soybean,35.48,Sprinkler,0.82,0.29,357.31,Loamy,Zaid,12668.62
F1229,Cotton,157.18,Rain-fed,7.76,2.55,1373.39,Sandy,Zaid,51253.22
F1230,Potato,268.29,Manual,4.89,2.73,4037.35,Clay,Kharif,60139.6
F1231,Barley,238.16,Rain-fed,3.36,3.86,2221.15,Sandy,Rabi,81713.71
F1232,Wheat,499.84,Flood,11.25,9.3,3989.85,Sandy,Zaid,123162.98
F1233,Tomato,200.49,Drip,9.11,3.95,3290.35,Peaty,Zaid,35657.67
F1234,Potato,199.63,Flood,6.16,2.08,3624.55,Silty,Rabi,73868.59
F1235,Maize,256.76,Manual,3.96,2.7,2011.07,Loamy,Zaid,57137.97
F1236,Sugarcane,103.25,Flood,1.87,2.04,2550.02,Clay,Rabi,47041.05
F1237,Rice,439.39,Rain-fed,9.86,7.88,3150.64,Silty,Zaid,78972.73
F1238,Tomato,290.41,Flood,9.76,1.65,5690.02,Silty,Rabi,98756.55
F1239,Potato,104.13,Manual,2.43,1.42,1785.66,Clay,Zaid,34220.05
F1240,Sugarcane,398.79,Manual,15.9,3.08,7723.63,Silty,Kharif,71421.33
F1241,Sugarcane,26.82,Manual,0.93,0.53,568.28,Peaty,Zaid,7401.87
F1242,Cotton,491.46,Rain-fed,22.09,3.48,4763.53,Silty,Zaid,181944.8
F1243,Potato,433.92,Manual,13.03,5.81,6603.6,Peaty,Kharif,98678.85
F1244,Wheat,294.02,Drip,6.84,4.4,1811.68,Loamy,Kharif,42789.88
F1245,Soybean,64.53,Manual,3.22,1.23,643.64,Loamy,Kharif,22335.28
F1246,Barley,115.48,Flood,2.8,2.05,737.21,Sandy,Kharif,21901.33
F1247,Barley,146.92,Flood,3.99,1.28,1493.17,Peaty,Rabi,54742.13
F1248,Maize,128.11,Flood,5.43,1.74,1585.16,Loamy,Rabi,55826.71
F1249,Maize,253.78,Rain-fed,3.44,4.9,1595.62,Silty,Zaid,37900.77
F1250,Barley,472.83,Flood,12.04,7.58,3842.46,Clay,Zaid,130050.14
F1251,Wheat,227.64,Rain-fed,3.06,3.49,1942.0,Clay,Zaid,63278.11
F1252,Rice,334.17,Rain-fed,5.2,5.45,3540.79,Peaty,Rabi,117965.62
F1253,Carrot,347.41,Manual,3.54,3.42,4557.0,Sandy,Zaid,81210.67
F1254,Soybean,437.07,Drip,4.54,6.97,3563.81,Silty,Zaid,116885.83
F1255,Rice,26.57,Manual,0.67,0.23,152.85,Peaty,Rabi,2784.7
F1256,Cotton,208.12,Manual,8.82,2.38,1085.16,Clay,Zaid,31003.97
F1257,Carrot,394.52,Rain-fed,13.21,7.24,6009.21,Peaty,Rabi,129380.87
F1258,Carrot,409.28,Rain-fed,14.49,2.16,5105.62,Silty,Rabi,76273.63
F1259,Potato,464.39,Flood,14.29,5.21,6463.95,Loamy,Kharif,73295.5
F1260,Wheat,354.37,Flood,15.16,3.19,2813.91,Silty,Kharif,81421.69
F1261,Wheat,130.13,Manual,5.88,1.04,867.43,Loamy,Rabi,21524.6
F1262,Carrot,257.78,Sprinkler,11.34,4.53,2932.5,Loamy,Rabi,31925.32
F1263,Potato,25.85,Sprinkler,1.1,0.4,391.73,Loamy,Kharif,5519.92
F1264,Soybean,326.99,Flood,5.66,2.19,2002.28,Peaty,Zaid,54197.24
F1265,Carrot,281.6,Sprinkler,9.51,3.5,4826.13,Clay,Zaid,118205.89
F1266,Tomato,336.75,Flood,11.21,4.04,5125.85,Peaty,Zaid,42114.87
F1267,Maize,465.77,Rain-fed,14.49,3.32,5331.69,Clay,Rabi,185831.2
F1268,Maize,346.77,Manual,10.14,5.89,2959.73,Silty,Kharif,87772.79
F1269,Rice,167.02,Drip,2.27,1.75,1832.15,Sandy,Zaid,61819.04
F1270,Cotton,107.38,Manual,1.51,1.76,480.52,Silty,Kharif,13001.23
F1271,Maize,428.77,Flood,19.76,3.38,5582.92,Peaty,Kharif,200785.92
F1272,Sugarcane,105.22,Flood,3.7,1.02,2516.03,Peaty,Rabi,42820.43
F1273,Rice,89.19,Manual,1.83,0.57,597.19,Clay,Zaid,13918.54
F1274,Maize,111.24,Flood,2.36,0.8,801.84,Peaty,Kharif,20859.01
F1275,Cotton,259.33,Sprinkler,8.92,4.73,2456.52,Loamy,Rabi,92736.74
F1276,Wheat,70.85,Sprinkler,1.86,0.47,894.35,Peaty,Rabi,33202.95
F1277,Wheat,469.68,Flood,12.99,3.02,4118.41,Clay,Rabi,130726.86
F1278,Soybean,483.46,Flood,6.01,9.24,4156.42,Clay,Zaid,142260.88
F1279,Carrot,487.16,Sprinkler,7.58,7.16,6115.23,Loamy,Zaid,95055.28
F1280,Tomato,29.17,Flood,0.75,0.19,517.8,Clay,Rabi,7386.26
F1281,Wheat,473.64,Flood,17.99,9.27,3534.9,Sandy,Zaid,101551.08
F1282,Potato,498.73,Manual,5.95,3.59,7654.72,Silty,Zaid,119809.94
F1283,Maize,471.79,Drip,11.03,7.78,2676.16,Peaty,Kharif,51066.13
F1284,Potato,338.76,Sprinkler,12.81,1.87,4442.61,Sandy,Rabi,39439.9
F1285,Cotton,353.6,Manual,14.74,5.08,3435.55,Peaty,Rabi,131637.34
F1286,Wheat,69.9,Drip,1.23,0.92,737.18,Sandy,Zaid,26054.46
F1287,Tomato,438.41,Flood,17.21,3.56,7650.86,Peaty,Rabi,101750.53
F1288,Cotton,39.22,Flood,1.89,0.57,450.5,Loamy,Rabi,17814.68
F1289,Sugarcane,165.69,Manual,7.67,2.36,3299.89,Clay,Rabi,34205.43
F1290,Sugarcane,495.66,Flood,20.61,8.41,10368.28,Clay,Zaid,128036.99
F1291,Potato,216.94,Rain-fed,8.35,3.93,4029.57,Loamy,Zaid,85160.11
F1292,Carrot,74.27,Manual,1.44,0.94,1222.12,Sandy,Zaid,29515.55
F1293,Rice,484.95,Drip,17.15,5.99,6171.1,Silty,Kharif,215545.88
F1294,Carrot,492.23,Manual,17.59,7.05,5363.0,Sandy,Rabi,54944.32
F1295,Soybean,101.65,Sprinkler,2.67,1.62,646.75,Clay,Kharif,17636.79
F1296,Carrot,433.75,Manual,12.89,4.49,6853.88,Silty,Zaid,154515.58
F1297,Soybean,201.31,Flood,7.6,2.53,1546.04,Peaty,Kharif,47363.59
F1298,Soybean,196.87,Flood,9.47,2.71,1069.37,Silty,Rabi,23117.46
F1299,Tomato,138.72,Rain-fed,3.03,2.75,2664.4,Sandy,Rabi,46414.48
F1300,Wheat,31.91,Rain-fed,0.63,0.44,262.67,Loamy,Zaid,8207.68
F1301,Tomato,141.32,Rain-fed,4.82,1.18,2485.93,Peaty,Zaid,34714.64
F1302,Soybean,36.35,Drip,0.55,0.5,251.01,Sandy,Kharif,7479.0
F1303,Cotton,462.94,Rain-fed,15.42,8.01,1940.89,Peaty,Zaid,47404.9
F1304,Sugarcane,334.24,Drip,4.53,5.97,6385.29,Silty,Kharif,57805.35
F1305,Soybean,444.45,Rain-fed,13.17,7.56,3831.05,Clay,Rabi,128753.13
F1306,Tomato,361.47,Drip,12.59,6.62,6126.76,Sandy,Rabi,76015.69
F1307,Cotton,74.33,Manual,0.95,0.74,824.14,Loamy,Rabi,33430.58
F1308,Tomato,470.88,Manual,8.61,5.94,7417.56,Silty,Rabi,74023.05
F1309,Carrot,450.95,Flood,10.56,7.53,7936.66,Sandy,Rabi,202987.8
F1310,Maize,180.56,Drip,4.47,1.62,1592.45,Loamy,Kharif,47293.43
F1311,Potato,64.65,Sprinkler,2.39,0.68,967.92,Sandy,Rabi,13598.51
F1312,Rice,355.04,Flood,11.06,6.2,2897.53,Silty,Kharif,78717.39
F1313,Tomato,366.9,Manual,9.28,6.07,6315.47,Sandy,Rabi,85130.5
F1314,Rice,449.45,Drip,12.6,8.79,4399.19,Peaty,Kharif,136013.93
F1315,Barley,35.8,Rain-fed,0.38,0.71,262.26,Silty,Kharif,8647.91
F1316,Tomato,79.43,Sprinkler,3.24,0.68,1586.19,Sandy,Kharif,28507.79
F1317,Maize,303.14,Manual,3.53,5.61,2627.95,Clay,Zaid,81870.02
F1318,Rice,313.37,Flood,13.53,2.01,3493.9,Sandy,Kharif,115527.84
F1319,Soybean,26.47,Drip,0.84,0.41,259.7,Peaty,Kharif,9046.23
F1320,Tomato,204.5,Sprinkler,6.36,1.7,3431.38,Loamy,Rabi,40445.68
F1321,Wheat,296.24,Drip,11.31,2.82,3522.03,Loamy,Kharif,125934.06
F1322,Potato,371.58,Rain-fed,16.49,7.13,7126.59,Loamy,Kharif,155910.77
F1323,Maize,164.91,Flood,7.87,1.48,2232.38,Clay,Zaid,81730.01
F1324,Rice,247.11,Drip,7.84,3.73,1776.49,Peaty,Rabi,42014.12
F1325,Maize,408.89,Manual,6.55,3.14,4971.21,Silty,Zaid,179556.66
F1326,Cotton,477.41,Flood,21.55,3.06,5417.54,Loamy,Zaid,214257.33
F1327,Potato,122.85,Manual,1.43,1.24,2168.38,Peaty,Zaid,43842.44
F1328,Soybean,133.99,Drip,5.67,1.92,1213.46,Sandy,Kharif,40539.4
F1329,Tomato,470.51,Flood,17.51,4.1,10539.28,Clay,Zaid,227211.52
F1330,Tomato,204.0,Manual,9.42,1.94,4604.72,Peaty,Zaid,99769.93
F1331,Tomato,361.99,Rain-fed,16.61,5.66,7208.64,Peaty,Rabi,129114.47
F1332,Potato,310.01,Rain-fed,3.76,2.03,4784.65,Silty,Rabi,75587.85
F1333,Wheat,149.94,Drip,5.15,1.75,1777.85,Peaty,Rabi,64003.43
F1334,Barley,330.25,Flood,4.95,6.32,1755.77,Silty,Rabi,44815.04
F1335,Sugarcane,331.23,Sprinkler,4.35,3.63,6593.75,Clay,Zaid,71624.01
F1336,Carrot,300.3,Flood,8.39,3.46,5577.52,Clay,Rabi,148413.38
F1337,Rice,58.83,Rain-fed,0.82,0.95,704.1,Sandy,Kharif,25047.51
F1338,Wheat,497.63,Manual,19.47,8.3,6344.6,Silty,Zaid,236790.77
F1339,Soybean,206.2,Sprinkler,10.05,3.41,2037.05,Silty,Rabi,69680.03
F1340,Rice,322.74,Drip,10.58,6.44,2922.03,Loamy,Zaid,84903.67
F1341,Tomato,444.02,Sprinkler,8.62,2.7,10023.63,Loamy,Rabi,218404.39
F1342,Maize,217.41,Drip,9.51,4.29,1751.47,Sandy,Zaid,48650.19
F1343,Soybean,389.22,Sprinkler,17.17,7.49,4318.26,Clay,Rabi,156843.64
F1344,Rice,486.19,Drip,19.11,8.65,5025.69,Loamy,Kharif,157178.14
F1345,Tomato,185.88,Drip,6.43,2.2,3094.77,Peaty,Rabi,35577.59
F1346,Rice,208.58,Sprinkler,9.33,3.77,1241.77,Clay,Zaid,22316.89
F1347,Maize,453.73,Sprinkler,7.5,3.77,3860.09,Peaty,Zaid,115023.69
F1348,Tomato,88.23,Drip,4.17,1.49,1702.65,Silty,Kharif,28150.32
F1349,Barley,24.01,Rain-fed,1.15,0.19,149.72,Clay,Zaid,4160.62
F1350,Wheat,455.36,Sprinkler,20.44,7.85,3922.34,Sandy,Kharif,121043.52
F1351,Cotton,412.58,Flood,8.26,5.87,3733.47,Silty,Zaid,142783.98
F1352,Carrot,486.57,Manual,21.57,3.15,8040.3,Silty,Zaid,187799.39
F1353,Potato,38.54,Drip,1.15,0.71,507.75,Peaty,Kharif,4666.66
F1354,Carrot,86.53,Drip,2.92,1.18,1394.19,Silty,Zaid,31640.49
F1355,Soybean,61.6,Manual,2.69,0.91,335.6,Loamy,Zaid,7556.67
F1356,Carrot,344.87,Rain-fed,3.86,3.19,3696.08,Clay,Kharif,38375.57
F1357,Tomato,306.94,Manual,7.53,5.55,4874.66,Loamy,Rabi,49407.33
F1358,Barley,186.07,Sprinkler,7.93,2.45,1875.75,Peaty,Kharif,67257.96
F1359,Cotton,38.14,Manual,1.62,0.43,178.45,Peaty,Zaid,4619.54
F1360,Wheat,323.43,Drip,14.21,4.21,1791.73,Clay,Rabi,35046.86
F1361,Wheat,289.36,Manual,4.85,4.5,1745.18,Silty,Rabi,42588.96
F1362,Maize,65.32,Flood,2.5,1.01,856.86,Sandy,Rabi,31347.54
F1363,Potato,455.37,Sprinkler,7.22,4.72,9063.61,Peaty,Kharif,210793.86
F1364,Rice,107.49,Manual,4.45,1.16,693.35,Clay,Rabi,14466.07
